reviewerID,asin,reviewerName,helpful/0,helpful/1,reviewText,overall,summary,unixReviewTime,reviewTime
A25KKXUQQ0OLWB,1594486034,"Lynn Ellingwood ""The ESOL Teacher""",0,0,"Well written novel of a brother and sister who have been raised by unconventional parents and taught in a free school based on Rousseau's principles of education. The brother has some kind of disability but is only referred to as slow but the parents refuse to have him diagnosed by a doctor or evaluated by professionals. As an adult, the brother is accused of a crime and it appears his upbringing and free education didn't help him very well. I don't agree with many of the ideas of education here but the author portrays a really well thought out story of family dysfunction.",4,Freedom Failure,1396310400,"04 1, 2014"
A2YQ03V4D76KUU,1477818359,Reb,1,1,"I laughed out loud reading this one.  I didn't realize that this was the 2nd book in the Bell Harbor series but was easy to jump in.  I read the Book one after.  Such a nice series, I fell in love with the characters and hope another Bell Harbor is coming.",5,I loved this one!,1402358400,"06 10, 2014"
A2JX7CH0QD3RUF,1442367318,patriot,0,0,As always Mary delivers! I think I've read every book she ever wrote and I have enjoyed every one!  Keep them coming Mary?,5,Mary delivers,1399161600,"05 4, 2014"
A1GUMWHGSEBDS5,0671732471,"InSourcepiration ""midnite_sister""",0,0,"Carlos is not for everyone.  You cannot simply skim the surface with his books, you must get into the depths.",3,Carlos is not for everyone...,1391126400,"01 31, 2014"
AQEY9OGKERWLQ,B00HS5DYDA,"ElizabethN ""one reader's perspective""",1,1,"First thoughts - loved it, another fascinating universe with more great characters.Hunter&#8217;s Claim, a post-apocalyptic (zombie free) romance with sexy aliens, grabs your attention from page one and doesn&#8217;t let go.The heroine Jesse and her sisters are smart, resourceful and loyal. Once they decide you&#8217;re family, watch out. Jesse&#8217;s determination to do the right thing is admirable and brings her the trouble and reward that she deserves.The hero Hunter and his friends are the sexy alpha men that are just a bit clueless with regard to interacting with strong, independent Earth women.The story moves along quickly and is over before you&#8217;re ready, forcing a re-read if you don&#8217;t want to let the characters go yet.No cliffhanger but, as with most SE Smith stories, several characters now need their stories told.Disclaimer &#8211; definitely a SE Smith fan girl, haven&#8217;t read a story of hers that I didn&#8217;t like.Cross-posted amazon, goodreads, shelfari&#8230;",5,A great start for a new SE Smith Universe,1390435200,"01 23, 2014"
A2MIJ2WKTR5AGF,1931296219,Patricia D Dunbar,0,0,"The location was a big part of the enjoyment of the book.  Characters were pretty predictable.  Story-line pretty predictable, also.",3,"Nothing outstanding, but enjoyabe",1396742400,"04 6, 2014"
A1EMX7V51NJWB6,1608618943,Char in Boise,0,0,"Kate Sinclair has to go back to Rose Creek for her aunt&#8217;s funeral. She hasn&#8217;t been back in years, knowing she disappointed her family when they really needed her years ago. When the will is read and Kate learns that the old house that has been in her family for over a century has been given to her instead of her estranged cousin, she decides to stay for a few weeks before heading back to Atlanta to work. When she discovers an old journal and letters in the attic, her desires start changing. And when she meets a handsome local, Andrew, the changes start escalating even further. I didn&#8217;t know if I would like this book at first, but once Kate found the old journal and connected with her 5th great-grandfather, I was hooked.",5,Hooked by an old journal,1399852800,"05 12, 2014"
A15Q5MVRVBMKW7,B00DXKHIJU,Lucky mama,0,0,"I dont even know how to write a review for this amazing book!!!!!! Arc was provided by net galleyLet me start by dying that I really need the second book like now!!!! This book had it all, the drama, the romance, the using your brain, it was just amazing! I spent the whole boom on the edge of my seat not wanting it to end, but sadly all great things must end.We have Sophia, she was stubborn and nosey, wanted answers when she wanted them, her heart was literarily beating for Michael, he pushed her away because she thought she wa a test, but little does he know she's not. Dante wAs sad, my heart broke for him when he searched and searched for his love and finds her and she loves another, the three POVs didn't bother me at all I love more then one POV in romance books. Sophia's dad had me freaking out the whole book because I didn't understand what was happening, it threw me for a loop when the answers came out! I was dumbfounded and had to stop reading and think, Sophia's love for her dad went beyond anything on what she went tru to try to save him. At the end I was confused but hope the next book is quick!!!This is a paranormal romance at it's finest!!!!! The angels and demons made this book! The plot was amazing and the H/h were lovable. I'm not the best at reviews but it rocked my socks off and I'm glad I got a chance to read this!!!!!!!! 5 amazing stars!",5,I want more!!!!!,1397779200,"04 18, 2014"
A2ESKW2RO8BOPU,0989450236,Wallace0221,0,0,Devoured this book in one day.  I could not wait to for those three words come out of Colton's mouth to Rylee (read the book....you'll know what I mean!). But the ending...oh dear Lord...gutted me.  CAN NOT WAIT for Crashed to be released!,5,Goodness...the ENDING!,1393027200,"02 22, 2014"
A3P5IV1Z7K1Z3P,1477808736,Elizabeth T. Reed,0,0,Not at all what I expected. By the time I figured it out I was hooked.  Think I enjoyed it,3,Summary,1391040000,"01 30, 2014"
ABZC3CVT6MZZA,0800733428,Healthy Me,0,0,"Janice Thompson has delighted me with her lyrical turn of a phrase.  Her word pictures transport me right to where she wants me to be, like a fly on the wall, privy to everyone's thoughts & feelings.  This storyline, and her familiar cast of characters runs through at least two of her series. That's reassuring because I'm always left with wanting to know more.  Now I just get the next book & I'm part of the neighborhood again!I would recommend this book to anyone who enjoys romance, including teenagers. You can be sure this book is full of, dare I say it?, old fashioned family values liberally sprinkled with God's involvement in our daily lives.  It is strictly PG, a joy all the way through to the end.  Can't wait to start Book 2 in this series.",5,Believably romantic,1388707200,"01 3, 2014"
A32VCGCYYRP8M4,1475051417,"P. Skinner ""Patchance""",1,1,You will never be sorry you picked this book..  What a delight from the World today.  I enjoyed the adventure and the story line..  Look for her other books too..  You can also follow her on Facebook..  pat s,5,Great Reading,1397779200,"04 18, 2014"
A18NZFQ268AW0Z,B00JAOKSBI,Heather Cav,1,1,Loved loved loved this book.  Can not wait till the number 2 comes out.  wonderful love story. Grab some tissue you will need it.,5,loved this book,1397692800,"04 17, 2014"
A1UKSR0NE9B0KX,0983706352,Reiki Wonders,0,0,"I'm pretty new to erotica usually favoring paranormal romance such as Larissa Ione's Demonica series or Nalini Singh's books to name a few. I found this series on the Herding Cats and Burning Soup blog. It appealed to me and as the first book was free I downloaded it. I'm not into the Lifestyle so I cannot comment on how realistic it is but it is well written and puts books like Fifty Shades of Grey in the shade so to speak!I like the way the author introduces the completely innocent heroine to this ""forbidden world"". She has a car wreck, its pouring rain and goes for help to the nearest place she can find. An imposing mansion which turns out to be a BDSM club. The characters are very believable. I could really feel for the heroine Jessica experiencing this life for the first time. Of course she had a choice to walk away but she endures. There is tension, passion and a whole lot of raunchy sex.Master Z, a Dom and owner of the club is very intimidating but sexy as hell. The sex scenes are graphic so may not appeal to everyone! I loved it and have since bought the rest of the series! I congratulate the author on writing about a subject in such detail that is usually considered taboo!",5,"New to Erotica, Smokin' Hot!",1404864000,"07 9, 2014"
AUE3JO6NVO291,1491023163,"Fawnzy ""fawnzy""",0,0,"Warning, make sure you have Spelled before starting this book.  Casted starts out at a smooth pace then builds momentum up to the end when you are left with a cliffhanger that has you fumbling around to get started on Spelled.  Adventure, with a little romance mixed in. Nothing to make you blush but just enough that you get the idea. Great start to what looks to be a great series.",5,Casted,1398297600,"04 24, 2014"
AA00IWMZB41EQ,B007R5T3SQ,anne,0,0,good story line. albeit predictable. Will read another by this author. looking forward to reading another.  enjoyed the development of characters.,4,Great read! Enjoyed it very much.,1389139200,"01 8, 2014"
A9PS4BDXT9HTS,1481217747,Carson,0,0,"I enjoyed reading this book however,I was a little disappointed the reason Ruth seemed whimsy washy in deciding whether to leave the Amish Life.  But I must say I loved the way she nervier once strayed away from her faith.  I enjoyed it but I must say it was not my favorite however, I still love my Amish books and will read Book 2 of this series.",4,Good Read,1400457600,"05 19, 2014"
A3VV8DL8WJN135,B00DQQWAGM,Amazon Customer,0,0,Great read. A great mystery.  If you love mysteries this is one to get.  You never ready for the ending in Brian's books.,5,A great read. Very well written!!!,1393545600,"02 28, 2014"
A2AJRFHBECZJG0,1617952168,Savurbks,0,0,"SUMMARY:As a wife, mom, blogger and former youth minister, Micha Boyett shares a deeply personal account of learning to truly pray from the heart, accepting that her place in life at the present moment is genuinely important, and realizing she is not alone in the spiritual chaos she has experienced since the birth of her children.A PENNY FOR MY THOUGHTS:Written through beautiful prose, the author takes us on a journey through Benedictine spirituality to discover prayer in everyday situations of life. Part journal, part memoir, and part story, Micha Boyett pens an alluring yet delicate rendering of coming to terms with her own importance as a person, though her course in life may have changed. Very knowledgeable of the Benedictine prayer life, the author causes us to stop and ponder our own true worth, as well as the sincerity and purity behind prayer. Appropriate for any age, either gender, this book would be a most-welcomed gift by a new mom. I look forward to searching out her blog having read her book.RATING:4 (out of 5) pennies*I received a complimentary copy of Found: A Story of Questions, Grace and Everyday Prayer from Worthy Publishing for my honest review*",4,Beautifully written...,1396396800,"04 2, 2014"
A36T5VDRP7B7F,1565125215,Wynona Burgstiner,0,0,This book was definitely not a book I enjoyed. I read it all even though I was not impressed because sometimes first impressions are not indicative of the contents later. War is horrible no matter what century or what country. This books title and excerpt lead the reader to believe it was about a horse and young man and their relationship while searching for the boys father. In actuality it was only about a young man's observations of other people and their cruelty. No where in this book did he find anyone kind and this is not how human nature is. While many men and women are reduced to the lowest levels of human behavior most are not and somehow rise above the horrors of war. I was very disappointed in how the story unfolded. The ending was typical of a cynical look at human nature.,2,Not what I expected,1395014400,"03 17, 2014"
A2NV8ECUE5QPAW,B007OMTFAI,Chris Cennedy,0,0,"This is an authentic, well-written memoir by a man who lost his young wife. She suddenly and inexplicably died at the age of 39, leaving two young children.  For an American such as me, it provides an interesting glimpse into the British social services.  One can only hope he will find love and companionship again. He sounds like a terrific man and an excellent father.",5,Good Read,1404172800,"07 1, 2014"
A2T7JK9FLC8V0N,0739403133,"S Riaz ""S Riaz""",0,0,"This is the fourteenth novel in the Albert Campion series and was published in 1952.  The book begins with Meg Elginbrodde and Geoffrey Levett in a taxi.  Levett is a wealthy businessman, used to getting what he wants and he is desperately in love with Meg and intends to marry her.  The problem is that since their engagement was announced, Meg has been receiving photographs from her husband - who she believed had died in the war.  She has turned to Campion and Detective Chief Inspector Charles Luke for advice, when a meeting is proposed between her and her former husband. The man she glimpses across the fog bound platform of a station is certainly not her husband, but the mystery deepens after he is questioned and released.What follows is an extremely atmospheric mystery;  set in a post-war, weary London in a middle of a pea souper fog.  As events escalate, Levett goes missing and witnesses are killed.  A convict called Jack Havoc has escaped from prison &#8211; he is hunting a &#8220;treasure&#8221;, while Luke and Campion search for him in the &#8220;Smoke,&#8221; which is the fog bound city of London.  There are some wonderful characters, such as the saintly Canon Avril, the brilliantly named Tiddy Doll and the elusive Havoc himself &#8211; the Tiger of the story.I had only read one Campion novel before and I found myself a little lost so far into the series, as obviously you were meant to know some familiar characters.  However, Campion himself did not feature strongly in the book, meaning that it worked quite well as a stand-alone story.  London itself &#8211; battered, weary, down at heel &#8211; is almost a character in itself.  Everyone stumbles around, unable to see and events are revealed slowly, almost as glimpses through the fog.  If you are interested in London shortly after the war, then this novel gives you a great view of the City at that time and is worth reading just for the historical aspect of the book.",4,The Tiger in the Smoke,1399766400,"05 11, 2014"
A2LAO2UWPY9PMQ,1494841223,A.M Madden,1,1,"L.L. Collins captured my attention with her first book Living Again. I was captivated with the story of Kayley and Ben. I love her style of writing and fell in love with her characters. As much as I loved her first book, I think I loved Reaching Rachel even more. Rachel and Devin's story was real, and heartbreaking, and passionate, and I couldn't put it down once I started it. I will basically read anything L.L. Collins writes from here on in.",5,Absolutely loved it!,1397952000,"04 20, 2014"
A3I3WFIS8DUHLH,B00JTK3IHO,Amazon Customer,2,2,I enjoy and love reading Scott's book I recommend them to anyone. Anomaly was great I started reading it and couldn't put it down until I finished it and then  I wanted to read more of it when I came to the end of the book. You didn't know what would come next with each turn of the page it was full of a lot of things this book is a must read you will not be disappointed. I can't wait to read more.,5,this book was great and awesome,1402185600,"06 8, 2014"
APFHNZ5XXQ87R,B00DJK31TK,Blanka H,0,0,I love lynda chance and even though this was a short story the sex itself made it so worth it.. Need me a Logan!,4,yum,1394150400,"03 7, 2014"
A3LZA698SQPCXE,0763662585,"Trevor L ""God is on the side of the army with...",1,2,"Seth dies and wakes wakes up naked laying on the ground like the opening scene from 28 days later. Instead of being dead he has been transported to England where he grew up. But everything is desolate and deserted. A very engaging read, perfect for a weekend at the beach.",5,I Am Legend Meets The Matrix,1392768000,"02 19, 2014"
A2WXVAY473ST5N,1476726507,"Linda Burton ""Gabbie""",0,0,This is a great read.  Both my husband and I loved it and laughed our way through it.  Tim is a wonderful man.  The book is almost free of offensive words which makes even better.  I strongly recommend it.,5,Tim,1389916800,"01 17, 2014"
A34ORA68UOVDL3,0739480766,doctorjack,0,0,was very pleased with the story -you get so involved you think it&#34;s real. can hardly wait to read the next series that continues with the same characters in the sunrise edition,5,fantastic story,1402444800,"06 11, 2014"
A23AL8WF0PJSTS,1494205823,"Patti J Lanfair ""pjl""",0,0,How can you believe believe someone you just met over someone who has been a part of yourlife for the longest. Find out more as you continue to enjoy this good story,5,The truth will open your eyes,1404000000,"06 29, 2014"
AC1NUNBGFRL7X,B00J2E2R9C,Robin Surface,0,0,The only reason I didn't give this one 5 stars is that I thought maybe things could have been a little more interesting. I was hoping that the authors would make Ana queen of the zombies because she was able to communicate with them and find out why they were doing what they were doing. Maybe that's too weird. I just thought that whole scene with her screaming at the zombies and then being able to walk away unmolested was more pivotal than it apparently was. Maybe it was just one of the fabled Hurley birds. lolThis was a compelling story and kept me invested to the end. Well worth reading.,4,Final installment wraps things nicely,1403568000,"06 24, 2014"
A7Q4OHCC8DSFV,0764206370,KAT192837465,0,0,"This book had too many plots with sub-plots........that had sub-plots....that had sub-plots........I could read 2 chapters and then that was usually enough to put me to sleep.  Too many words needed to tie all of the plots together.  Concentrate on two or three plots and expand those stories, don't jump around.  This author needs to learn to concentrate on one theme (not eight)",2,Rather boring,1399680000,"05 10, 2014"
A6WVCLM2UDM6D,0718178122,BJR,0,0,"This novel will definitely brighten your summer, so get it and have fun. The quirky characters and situations have me waiting for the sequel which will be available in Dec 2014.",5,A hilarious debut novel,1403222400,"06 20, 2014"
A2T7HKQH5GTZBH,1423216679,Regena Carney,2,2,"As dry as this information can be, this quick study makes for a nice, quick reference to keep handy for regular use.",5,Robert's Rules of Order Quick Study,1391731200,"02 7, 2014"
A2514EM4H99ZK4,0802424619,J. Aaron lindsey,0,0,"This is the first book I've read in the Jonathan Edwards series, but it won't be the last. Strachan and Sweeny do a wonderful job explaining Edwards teachings on the afterlife.  I recommend highly.",5,The afterlife is real,1391385600,"02 3, 2014"
A2R55EE2HMCSBD,0486297136,kent skalland,0,0,This book provides several paths the story could have taken.  A good book to sit and read at a pace that details can be used later.,3,The circular staircase,1390867200,"01 28, 2014"
A2WRLYVFFMHKZE,1620612917,Diane Granzow,0,0,"The story line was very good. Loved the characters and how their relationship evolved, The erotic sex scenes were great. The story was short and sweet and had a happy ending, What more could I want.",5,Loved It !,1396483200,"04 3, 2014"
A2HPTKF4GBDHEA,0989740633,Amazon Customer,1,1,"There is honestly nothing better than a book that brings you in and makes you forget all of life, but one that does that AND makes the character feel like friends and real life people is so much more fun to read. My love for Alexander and Olivia began with Beautiful Mess and has continued to grow. My bloodshot eyes from lack of sleep is more confirmation of that love (and the 2 re-reads since the initial). Can not wait for this story to continue. I both anticipate and dread the moment Olivia discovers her past and the secrets that have been kept from her and fear the heart break I will experience with Alexander if she chooses to run to deal with the emotions. I hope that the growth Olivia experienced emotionally in Tragic Wreck help her to deal with the pain of the truth. Another bonus to a great book, is the friends in the book. I believe our friends are an extension of us as people who help us grow and loved the relationship not only Olivia had with Mo/Kiera, but the bond that Alexander formed with them too.Side note: love an author that includes playlist and incorporates music into books. It adds another life to the story.",5,Obsession Continues,1393718400,"03 2, 2014"
ADQZ0QQLVN0MN,1477823131,Diane Meier,0,0,Truly enjoyed reading Dragon's Triangle. Just enough suspense and romance to entertain. Even through predictable plot twists I didn't want to put the book down.,4,Beach reads,1400371200,"05 18, 2014"
AUOE80JEJFX49,1477599177,happy reader,0,0,"This book has a flavor of muffins for any taste. Not a lot of fancy ingredients, simple to make, tasty to eat. The different butter spreads are a bonus. Mix and match flavors to the muffins. Tasty!",4,Muffins for any taste,1391990400,"02 10, 2014"
A3SZP36YSIG3G2,B007144QCG,KM,0,0,Aside from mild inaccuracies concerning the time period (women didn't wear crinolines in the 1890s) I found this story to be pretty nice.,4,Didn't seem realistic.,1393891200,"03 4, 2014"
A2Z2PUSK7CV01L,0786271019,"Texas Daughter ""Texas Daughter""",0,0,"of the series. The story was good, however, the font and spacing in the book changed and made it difficult to read.",3,Good continuation,1404086400,"06 30, 2014"
A3JBKFAFTIICJF,0425259919,"Lady Hecate ""Lady Hecate""",0,0,"There is not much to not like in this book.  The Heroine, Charli, is likeable, feisty and challenging.  Thed Hero, Grant.....well....what can I say......a great Dom.  I could not wait to read Grant's story.  His appearances in the other two books had me wanting to read about THE man....the owner of the club.  Owners of a BDSM club is always my favorite Doms.  Once again, this book actually had an interesting storyline that went with the book well and not page after page of BDSM sex.  Don't get me wrong, I like erotic books but some books like Fifty Shades was way over the top in sex scenes which became page turners.  It is a very romantic book and when you finally hear all of Grant's story, you are pulled into his sadness because his love, his wife, his mate, was so great.  You also felt sorry for Charli because she loved him so much but would not settle for nothing less than a true relationship.  Now....what I did not like in this book is that the BDSM scenes seemed a little bit more darker than what I am use to.  Usually, it is someone else in the club who is receiving the beatings and the two main characters observe.  Not this book and she gets beaten hard.....not spanked with the hand (but that happens too by someone else because Grant is sharing????)  I do not care for where the Sub gets beaten so hard that she cannot lie on her back because it is so sore.  I guess I am old school and I am not into being shared.  If I am a Sub, I sub for only one person and that would go on the List.  Of course, in this book, that is somehow forgotten.  I also do not care for two guys on one girl at the same time and it seems to happen in the &#34;A Loving on the Edge Novels.&#34;  I am just not into that and I cannot see a person who is new at this sort of life would like it either.  My feathers get sort of ruffled when the beatings over something so minor occurs.  This feminist does not care for that, and I cringe when the scene is played out.  Of course, the writer happens to write that the Sub is a feminist but somehow she puts her feelings aside when being dealt with when she has done something wrong, which to me, is such a small thing.  I have no problems with bondage, the scenes, the displaying of the Sub in a scene for all to see, but it is really hard to get past the beatings.  That is something too dark for me.  I prefer Doms who are not into that sort of thing as well.  But all in all, I did give this book five stars because I love how Mrs. Loren writes, and I did not want to give it four stars simply because I shy away from beatings and it seems that others like it.  She makes her Doms very appealing and one cannot help but like her Subs.  As I stated earlier, I love owners of BDSM clubs.  They are the most interesting and the erotic scenes are fantastic.  Do I recommend this book, you bet.  Just be prepared for the more darker side of BDSM.",5,There is not much to not like in this book,1401408000,"05 30, 2014"
A2XJ32ASDVTGIV,1623153794,A. Halferty,0,0,"I thought this book delivered sound advice for anyone who is considering or going through a divorce.  It offers a common sense approach in preparation and research, and help in dealing with emotions, family, friends, finances, attorneys and much more.  Lots of up-to-date online resources are listed so you can educate yourself.  The book states that the better prepared you are, the better you will be to overcome this process and get through it.  Several sound strategies are laid out for gaining information, knowledge and knowing what your rights are.  Easy to read and covers what I think are critical areas.",5,Practical advice and lots of resources,1395705600,"03 25, 2014"
A1IGVCKFDJA58C,1466231971,penny,0,0,Love this guys stuff. Can't wait to read more of his books. This was number two and I am getting close to starting number three,4,Love it,1395705600,"03 25, 2014"
A2G1MCHJV8XRPL,0615676863,Whitney Catchings,0,0,This is a wonderful continuation to the billionaire bachelor series. I really enjoyed the twist and turns add to this addition of the series.,5,Runaway heiress,1394150400,"03 7, 2014"
A3CWLUQRIXN0CO,0321934962,khowt418,2,2,"I recently purchased a Nikon D7100.  It has every button/setting you can think of and then some.  This book really helped me understand the camera and how to use all of its functions to help me take better shots.If you are going to shoot with a D7100, this book should be in your library.",5,Great book.,1394236800,"03 8, 2014"
A3OAYEQBLHVE09,B006WEE1DK,Courtney Washington,0,0,"This story was so much better than the first. It was well written and sweet.  I could not put it down.  Ms. Sinclair, nice job.",5,Winner!,1388966400,"01 6, 2014"
A1IEV8OIW2281N,0330412701,Mrs. Sandi C.,0,0,"Liked the book a lot.  Not your typical Baldacci book, but this one stood out a lot also.  Glad to have tried it",5,Great Book,1402358400,"06 10, 2014"
AK6QV6O8CR00X,0991888146,"Cycist ""SciFi fan""",3,8,"Another EMP story where the hero is of course ex-military, already ready, a leader of men and whatever cliches you can think of. Straightforward one dimensional plot. A book for teenage boys.",2,Predictable and simplistic,1401062400,"05 26, 2014"
A3IWM2EU4BUMSD,B00DY8HASU,tka3nme,0,0,Such an emotional book. I have been waiting for this book since I finished with the first one and it did not disappoint. I love Nova and Quinton. And can't wAit till the next one comes out.,5,five plus stars,1391472000,"02 4, 2014"
A1WV2NIS0X5DU7,0307576531,"Grace M. Zanatta ""zquilter""",0,0,It is interesting how those folks in the 19th century travelled the world.  A really gripping read about a great author,5,really interesting story about Robert Louis Stevenson.,1401667200,"06 2, 2014"
AH8JV14H7EXZ3,1499535392,NMG,1,1,"Often felt frustrated (especially with the Media), wanting to throw my kindle accross the room type of book. That is how I know it's good. Amy Harman captured my heart with Running Barefoot, I then read everything she wrote and watch and anticipate the next release. Not only do you fall in love with the characters, she has a way of making you feel like you need to be a better person. In a society quick to judge based on the info fed to us by the internet, tv, and radio this book reminds us that not everything is real. We hear what they want us to hear. Everytime I read a book by Amy Harmon I feel like I have been given a gift. A gift of entertainment, a gift of knowledge, a gift of real emotions for imaginary characters who represent so much in the real world.",5,I believe in Bonnie and Clyde,1402963200,"06 17, 2014"
A2J5WSHCQB67H7,0143057588,Dennis E Teel,0,0,This book kept me going and I didn't want to put it down.  One of the best ones yet.  It was a great reading experience.,5,One of the best ones yet,1398297600,"04 24, 2014"
A3D10HMUIQUNVQ,B00JMQQCLY,ellenmarique,1,1,Can't wait to try some of the recipes.  They sound good. only problem is I would have liked it to  go to my  Regular Kindle. It went to my phone :(.,5,cookbook,1402099200,"06 7, 2014"
A21Z3DTCOFTU41,0316210919,Debra Brown,0,0,"I interestingly predictable. While the storyline contained fresh ideas, the plot was shallow. Having multiple crimes going simultaneously was somewhat wearisome for the reader. Patterson's need to muddy the pages of a pleasing mystery with multiple sub plots was somewhat disappointing; However, a good Alex Cross story is still worth reading g.",4,Review of Cross My Heart,1389398400,"01 11, 2014"
A3VZ9V7T1TESLE,1496129628,HNS,0,0,So many words to explain this book but amazing is what comes to mind first!! Ms. Harlow could write five more books about these two and I'd enjoy them just the same!!!!,5,loved!,1396224000,"03 31, 2014"
A2BC7EJ5G94GEQ,B00IKUQPVU,Amy Taylor,1,1,"7 Principles of Inspiring Kids to Be Leaders is a parenting kids guide with leadership tips and education for children in all ages. It teaches parenting with love and logic, leadership vision, leadership theory and practice, leadership rules, skills for new managers, and child development and education.Out of all the leadership books for children this one stands out. Author Hannah Raybans has delivered, in a clear and concise manner, an excellent guide providing everything you need to get your child on the path to becoming a great communicator, a leader and a responsible adult.I highly recommend it! It will help you to nurture your child and provide them the best chance at a successful future.",5,Excellent Guide to Leadership Theory and Practice!,1393891200,"03 4, 2014"
A2PW3LUBBOEG05,1940014018,MoonlightReader,0,0,"Princess Ashling is excited to see her father, thinking he is going to brand her to make her officially part of the pack.  But when Ashling and her mother get there they learn that he intends to marry her off, even though she is only 14.  Ashling and her mother protest, but it is Ashling's brother who persuades their father to let Ashling wait a few more years before she is to be married to her intended.  A few years pass and Ashling and her mother are found by their pack's enemy.  They run back to her father for protection and it's decided that Ashling should go into hiding with Baran, a sort of lone wolf.  While living with him she meets Grey.  He's not a werewolf but there is something about him that she can't put her finger on, plus she is very interested in him.  Grey reciprocates the attraction, but many obstacles stand in the way of their happy ever after.This story started out great and kept me interested.  It's definitely unique compared to other werewolf stories I've read.  I was a little turned off that Ashling was only 14 at first; I thought I was going to have to read about a 14 year old, but then in the next chapter, a few years pass, so that was good news for me.Ashling is a headstrong female.  She doesn't let anyone, including her father tie her down.  Basically, she does what she wants.  She had great character traits, but I still had a little trouble feeling connected to her.Let's talk about chemistry between Ashling and Grey.  I could tell the attraction was immediate; but for the rest of their relationship I just felt like something was missing.  I can't put my finger on it though.  I honestly didn't care if they were together or not.  I didn't feel the love as much as they were saying it to each other.The story kept me very interested in the beginning, then I did get a little bored towards the middle, but the ending picked up again and I really couldn't put it down.  All in all, Bloodmark was a good book.  And the bonus is that it's the first book of a series.  The ending got a lot more interesting to me, and I think the second book is going to be even better.My Rating:  3 1/2 out of 5 stars~Pam*****I received this book free from the author, in exchange for an honest review.*****",3,It's definitely unique compared to other werewolf stories I've read.,1389744000,"01 15, 2014"
A1X77KUMBENQY7,1484843207,Julianna Petrassi,0,0,Yeah a happy ending! Lovely written and very funny. Victor and Sarah are just so perfect together! Read this book!,5,Awww,1394755200,"03 14, 2014"
AZA0ZZ1S590QU,0991213106,upontheroof,1,1,"I for one am someone who appreciates when an author can tell a great story and not have it drag on.  Sitnalta is a one sitting read but I broke it up over three evening reading sessions.  I agree with another reviewer that the names are a little crazy and I did struggle with those at first, but then again Chewbacca was a strange name too and we now all know that.  Princess Sitnalta is a very sweet and noble character and the story has many classic fairytale/fantasy situations but the ending is unique and the story was just fun and refreshing.",4,Sitnalta is a fun read,1390780800,"01 27, 2014"
A2KWBVYNSY915A,B00DL5T200,Carol S.,0,0,"The story plot was figured out by the 3rd chapter. The chances of a PI getting into a murder & not having the case taken over by the police & the PI stonewalled is a million to one.  It just does not happen. With that in mind, it made a great read for a lazy afternoon.",3,Nice storyline but a bit of a stretch from reality,1401062400,"05 26, 2014"
AA0B3WJZDG6GR,1492976423,Michelle,1,1,I read all the time.  I am a fangirl of so many authors.  I stalk their facebook pages and so when all of my favorite authors start gushing about a book...you listen.  So I listened and got this book and don't regret it.  It is a beautiful story that draws you in and doesn't let you go.,5,Buy this book.,1392940800,"02 21, 2014"
A3JR6D5B9WF5J8,0345533666,Danielle,0,0,"Extremely well written, told in the 1st person of Andy Barber - Assistant DA who finds himself unexpectedly on the defense team in a case he started off prosecuting.Very suspenseful, as it tells his story and that of Jacob; leaving you formulating theories and ideas, on one hand sympathizing with Andy's dilemma, on the other hand questioning is thought process and objectivity.Really one to keep you up reading past bedtime!",5,Excellent writing,1395187200,"03 19, 2014"
A1X0GH0K2QN4LO,0099453452,"William B. Scott ""Bill Scott""",0,0,"A gripping, clever plot with intriguing detail about firearms a professional sniper would use. Maybe the author was abused by government &#34;officialdumb&#34; and is expressing his anger and a penchant for getting even via this terrific story. Having lost a wonderful son to a low-IQ Las Vegas cop's fear and abject stupidity, I fully understand Hunter's use of fiction as an asymmetric warfare strategy. - William B. Scott, author, &#34;The Permit.&#34;",5,"Terrific ""Accountability"" Novel",1393459200,"02 27, 2014"
A15B8D8TBOHLO1,B00HJ64CUM,Heidi Lis,2,2,"This book was simply amazing. Once I started it, I could not put down until I finished it. Stayed up til 3 A.M.- had to know who did it...Did not see that coming, must say a pleasant surprise. Great read, worth every penny.",5,I never stopped laughing!,1402704000,"06 14, 2014"
A18WP5PU1HFNCX,0373207271,Kktexas,1,1,I read the first one in this series and really regretted purchasing the 2nd one. I was pleasantly surprised with the pace and storyline. It was better but not great.,3,2nd story is better,1389830400,"01 16, 2014"
